customer_id,segment,province,income_band,risk_grade,birth_year,gender
SH0003085,mass,Ho Chi Minh City,10m_to_25m,C,2001,female
SH0003086,mass,Ho Chi Minh City,10m_to_25m,E,1976,female
SH0003087,mass,Ho Chi Minh City,under_10m,D,2005,male
SH0003088,emerging_affluent,Bac Ninh,under_10m,B,1992,male
SH0003089,mass,Khanh Hoa,10m_to_25m,C,1984,male
SH0003090,mass,Thanh Hoa,10m_to_25m,C,1997,male
SH0003091,emerging_affluent,Ho Chi Minh City,under_10m,C,2003,male
SH0003092,mass,Ha Noi,over_25m,C,1980,male
SH0003093,mass,Thanh Hoa,under_10m,A,1984,female
SH0003094,mass,Binh Duong,10m_to_25m,A,1996,female
SH0003095,mass,Bac Ninh,10m_to_25m,A,1992,male
SH0003096,mass,Da Nang,under_10m,D,1966,male
SH0003097,emerging_affluent,Khanh Hoa,under_10m,C,1999,male
SH0003098,emerging_affluent,Ha Noi,over_25m,B,1992,male
SH0003099,emerging_affluent,Hai Phong,under_10m,A,1983,male
SH0003100,mass,Long An,over_25m,C,2003,male
SH0003101,mass,Bac Ninh,under_10m,C,1976,male
SH0003102,emerging_affluent,Dong Nai,under_10m,C,1996,female
SH0003103,mass,Ho Chi Minh City,over_25m,B,1998,male
SH0003104,mass,Ho Chi Minh City,under_10m,E,1997,male
SH0003105,mass,Ho Chi Minh City,10m_to_25m,A,1976,female
SH0003106,mass,Thanh Hoa,10m_to_25m,C,1990,male
SH0003107,mass,Can Tho,10m_to_25m,B,2001,female
SH0003108,mass,Khanh Hoa,over_25m,D,2005,male
SH0003109,mass,Binh Duong,10m_to_25m,D,1995,female
SH0003110,mass,Ha Noi,over_25m,E,2004,male
SH0003111,mass,Thanh Hoa,under_10m,C,2000,female
SH0003112,mass,Khanh Hoa,10m_to_25m,B,1986,female
SH0003113,emerging_affluent,Binh Duong,10m_to_25m,B,1966,female
SH0003114,emerging_affluent,Dong Nai,under_10m,E,1997,male
SH0003115,mass,Hai Phong,over_25m,B,1980,female
SH0003116,mass,Ha Noi,over_25m,C,1968,male
SH0003117,emerging_affluent,Bac Ninh,under_10m,C,1972,male
SH0003118,emerging_affluent,Da Nang,10m_to_25m,C,1977,male
SH0003119,mass,Ha Noi,10m_to_25m,C,2000,male
SH0003120,mass,Bac Ninh,over_25m,E,1971,female
SH0003121,mass,Da Nang,under_10m,D,1991,female
SH0003122,mass,Ha Noi,10m_to_25m,B,1987,female
SH0003123,mass,Khanh Hoa,under_10m,C,1979,female
SH0003124,emerging_affluent,Long An,under_10m,D,1981,male
SH0003125,mass,Nghe An,10m_to_25m,B,1968,female
SH0003126,mass,Ha Noi,10m_to_25m,C,2005,male
SH0003127,emerging_affluent,Ha Noi,10m_to_25m,B,1971,female
SH0003128,emerging_affluent,Can Tho,under_10m,C,1987,male
SH0003129,emerging_affluent,Ha Noi,under_10m,D,2000,female
SH0003130,emerging_affluent,Thanh Hoa,10m_to_25m,E,1986,male
SH0003131,emerging_affluent,Long An,under_10m,C,1978,female
SH0003132,mass,Ha Noi,under_10m,D,1997,male
SH0003133,emerging_affluent,Da Nang,10m_to_25m,B,1987,male
SH0003134,emerging_affluent,Nghe An,10m_to_25m,A,1993,female
SH0003135,mass,Khanh Hoa,under_10m,C,1977,male
SH0003136,emerging_affluent,Binh Duong,under_10m,A,1972,male
SH0003137,mass,Ho Chi Minh City,over_25m,E,1998,female
SH0003138,mass,Dong Nai,10m_to_25m,B,2002,male
SH0003139,mass,Long An,under_10m,C,1990,male
SH0003140,mass,Thanh Hoa,under_10m,D,1980,female
SH0003141,mass,Ho Chi Minh City,10m_to_25m,B,1984,male
SH0003142,mass,Long An,under_10m,A,1971,male
SH0003143,mass,Da Nang,over_25m,B,2004,female
SH0003144,mass,Khanh Hoa,10m_to_25m,C,1993,male
SH0003145,mass,Da Nang,over_25m,C,1973,male
SH0003146,mass,Ho Chi Minh City,under_10m,C,1966,female
SH0003147,emerging_affluent,Da Nang,under_10m,E,2001,male
SH0003148,mass,Nghe An,under_10m,B,2002,female
SH0003149,emerging_affluent,Can Tho,under_10m,C,2001,female
SH0003150,mass,Ha Noi,over_25m,B,1995,male
SH0003151,mass,Binh Duong,under_10m,B,1999,male
SH0003152,mass,Ho Chi Minh City,10m_to_25m,A,1978,female
SH0003153,mass,Dong Nai,under_10m,C,1990,male
SH0003154,mass,Ho Chi Minh City,under_10m,B,1969,female
SH0003155,mass,Hai Phong,under_10m,C,1970,male
SH0003156,mass,Ha Noi,over_25m,C,1997,female
SH0003157,emerging_affluent,Bac Ninh,under_10m,B,2001,female
SH0003158,mass,Binh Duong,over_25m,A,2002,female
SH0003159,mass,Ho Chi Minh City,10m_to_25m,C,1984,female
SH0003160,emerging_affluent,Hai Phong,10m_to_25m,D,1965,male
SH0003161,emerging_affluent,Dong Nai,10m_to_25m,B,1984,male
SH0003162,mass,Da Nang,10m_to_25m,E,1978,female
SH0003163,mass,Ha Noi,10m_to_25m,D,1988,female
SH0003164,emerging_affluent,Da Nang,under_10m,D,1978,female
SH0003165,mass,Bac Ninh,10m_to_25m,B,1975,female
SH0003166,emerging_affluent,Can Tho,10m_to_25m,E,1988,male
SH0003167,mass,Ha Noi,under_10m,D,1991,male
SH0003168,mass,Da Nang,10m_to_25m,B,1995,male
SH0003169,mass,Da Nang,under_10m,C,2003,female
SH0003170,mass,Ho Chi Minh City,under_10m,B,2005,male
SH0003171,mass,Hai Phong,under_10m,D,1985,female
SH0003172,mass,Ho Chi Minh City,10m_to_25m,D,1991,male
SH0003173,mass,Ho Chi Minh City,under_10m,B,1976,male
SH0003174,mass,Da Nang,under_10m,E,1998,female
SH0003175,mass,Bac Ninh,10m_to_25m,B,1992,female
SH0003176,mass,Ha Noi,10m_to_25m,B,1989,male
SH0003177,emerging_affluent,Can Tho,under_10m,C,1973,female
SH0003178,mass,Long An,10m_to_25m,C,2004,female
SH0003179,mass,Khanh Hoa,under_10m,C,1981,female
SH0003180,mass,Ha Noi,under_10m,C,1992,female
SH0003181,emerging_affluent,Bac Ninh,under_10m,C,1994,male
SH0003182,emerging_affluent,Dong Nai,under_10m,B,1999,male
SH0003183,mass,Da Nang,under_10m,C,1969,male
SH0003184,emerging_affluent,Ha Noi,under_10m,D,1982,male
SH0003185,mass,Long An,under_10m,C,1979,female
SH0003186,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1997,female
SH0003187,mass,Long An,over_25m,D,2000,male
SH0003188,mass,Ho Chi Minh City,10m_to_25m,B,1987,male
SH0003189,mass,Ho Chi Minh City,under_10m,C,1996,male
SH0003190,mass,Thanh Hoa,under_10m,B,1973,female
SH0003191,emerging_affluent,Ha Noi,10m_to_25m,B,1972,male
SH0003192,mass,Ho Chi Minh City,under_10m,B,1992,male
SH0003193,mass,Can Tho,10m_to_25m,A,2001,female
SH0003194,mass,Nghe An,10m_to_25m,C,1996,male
SH0003195,mass,Thanh Hoa,10m_to_25m,B,1970,female
SH0003196,mass,Khanh Hoa,10m_to_25m,D,1999,male
SH0003197,mass,Dong Nai,over_25m,C,1981,male
SH0003198,emerging_affluent,Ho Chi Minh City,over_25m,A,1987,female
SH0003199,mass,Ha Noi,under_10m,C,1994,female
SH0003200,mass,Ha Noi,over_25m,B,1993,male
SH0003201,mass,Long An,under_10m,A,1974,female
SH0003202,mass,Khanh Hoa,10m_to_25m,C,1981,male
SH0003203,mass,Can Tho,under_10m,C,1975,male
SH0003204,emerging_affluent,Ha Noi,under_10m,A,1995,male
SH0003205,emerging_affluent,Long An,10m_to_25m,C,1992,female
SH0003206,emerging_affluent,Nghe An,10m_to_25m,D,1986,male
SH0003207,mass,Dong Nai,under_10m,B,2005,male
SH0003208,emerging_affluent,Bac Ninh,over_25m,C,1966,female
SH0003209,mass,Ha Noi,under_10m,C,1972,female
SH0003210,emerging_affluent,Ha Noi,under_10m,D,1970,male
SH0003211,mass,Nghe An,under_10m,A,1989,female
SH0003212,mass,Ho Chi Minh City,10m_to_25m,B,1996,male
SH0003213,mass,Ha Noi,10m_to_25m,C,1983,male
SH0003214,mass,Hai Phong,10m_to_25m,B,1984,female
SH0003215,mass,Thanh Hoa,over_25m,C,1990,female
SH0003216,mass,Hai Phong,under_10m,B,1988,male
SH0003217,mass,Thanh Hoa,under_10m,E,1976,female
SH0003218,emerging_affluent,Khanh Hoa,under_10m,D,1998,female
SH0003219,emerging_affluent,Da Nang,under_10m,A,1996,male
SH0003220,mass,Nghe An,under_10m,D,1982,female
SH0003221,emerging_affluent,Nghe An,10m_to_25m,C,1984,male
SH0003222,mass,Long An,under_10m,C,1993,female
SH0003223,mass,Ha Noi,under_10m,C,1993,male
SH0003224,emerging_affluent,Dong Nai,10m_to_25m,C,1981,male
SH0003225,emerging_affluent,Hai Phong,over_25m,B,1971,female
SH0003226,mass,Long An,under_10m,D,1991,male
SH0003227,mass,Nghe An,over_25m,D,1983,female
SH0003228,mass,Khanh Hoa,under_10m,E,1971,male
SH0003229,mass,Can Tho,over_25m,B,1996,male
SH0003230,mass,Da Nang,over_25m,C,1989,male
SH0003231,mass,Ho Chi Minh City,under_10m,C,1981,female
SH0003232,mass,Bac Ninh,under_10m,D,1968,male
SH0003233,mass,Dong Nai,under_10m,B,1977,male
SH0003234,emerging_affluent,Ha Noi,10m_to_25m,B,1982,male
SH0003235,mass,Ho Chi Minh City,over_25m,A,1999,female
SH0003236,mass,Ho Chi Minh City,10m_to_25m,E,1975,male
SH0003237,mass,Ho Chi Minh City,10m_to_25m,C,1996,female
SH0003238,emerging_affluent,Ha Noi,under_10m,D,1969,male
SH0003239,emerging_affluent,Thanh Hoa,10m_to_25m,C,2000,female
SH0003240,mass,Nghe An,under_10m,C,1997,male
SH0003241,mass,Nghe An,10m_to_25m,C,1973,male
SH0003242,mass,Ha Noi,10m_to_25m,C,1989,female
SH0003243,mass,Ho Chi Minh City,10m_to_25m,D,1986,female
SH0003244,mass,Da Nang,10m_to_25m,A,1967,male
SH0003245,emerging_affluent,Hai Phong,under_10m,E,1986,female
SH0003246,mass,Ho Chi Minh City,10m_to_25m,C,1991,male
SH0003247,mass,Ha Noi,10m_to_25m,C,1995,male
SH0003248,emerging_affluent,Da Nang,10m_to_25m,A,1967,female
SH0003249,mass,Bac Ninh,under_10m,C,1989,female
SH0003250,emerging_affluent,Thanh Hoa,under_10m,C,1972,male
SH0003251,emerging_affluent,Ho Chi Minh City,under_10m,C,1967,female
SH0003252,mass,Ho Chi Minh City,under_10m,C,1975,male
SH0003253,emerging_affluent,Khanh Hoa,under_10m,B,1993,male
SH0003254,mass,Hai Phong,under_10m,E,2004,female
SH0003255,mass,Ho Chi Minh City,10m_to_25m,C,1996,male
SH0003256,emerging_affluent,Ha Noi,under_10m,C,1995,female
SH0003257,emerging_affluent,Khanh Hoa,10m_to_25m,B,2002,male
SH0003258,mass,Bac Ninh,10m_to_25m,C,1968,female
SH0003259,emerging_affluent,Ho Chi Minh City,over_25m,C,1974,male
SH0003260,mass,Bac Ninh,over_25m,C,1996,female
SH0003261,mass,Can Tho,over_25m,B,1981,female
SH0003262,mass,Ho Chi Minh City,under_10m,D,2003,female
SH0003263,mass,Ho Chi Minh City,10m_to_25m,D,1965,male
SH0003264,mass,Can Tho,over_25m,E,1996,female
SH0003265,emerging_affluent,Ho Chi Minh City,under_10m,C,1982,female
SH0003266,mass,Bac Ninh,10m_to_25m,E,1980,male
SH0003267,emerging_affluent,Bac Ninh,over_25m,C,1982,male
SH0003268,emerging_affluent,Ho Chi Minh City,10m_to_25m,B,1983,female
SH0003269,mass,Long An,over_25m,D,2001,female
SH0003270,mass,Binh Duong,over_25m,D,1990,female
SH0003271,mass,Ho Chi Minh City,10m_to_25m,D,1966,female
SH0003272,mass,Ho Chi Minh City,under_10m,B,1974,male
SH0003273,emerging_affluent,Nghe An,under_10m,B,1989,male
SH0003274,mass,Thanh Hoa,over_25m,D,1985,female
SH0003275,mass,Dong Nai,10m_to_25m,D,1969,male
SH0003276,mass,Ho Chi Minh City,10m_to_25m,D,1980,male
SH0003277,emerging_affluent,Nghe An,10m_to_25m,B,1987,female
SH0003278,emerging_affluent,Long An,10m_to_25m,B,1994,female
SH0003279,emerging_affluent,Thanh Hoa,under_10m,D,1976,male
SH0003280,mass,Ho Chi Minh City,10m_to_25m,D,1991,female
SH0003281,mass,Ha Noi,under_10m,D,2002,male
SH0003282,mass,Ho Chi Minh City,10m_to_25m,C,1989,female
SH0003283,mass,Ho Chi Minh City,under_10m,B,2005,male
SH0003284,emerging_affluent,Da Nang,10m_to_25m,D,2005,male
SH0003285,emerging_affluent,Nghe An,10m_to_25m,B,1981,female
SH0003286,mass,Khanh Hoa,10m_to_25m,E,1975,male
SH0003287,emerging_affluent,Hai Phong,under_10m,C,1983,female
SH0003288,emerging_affluent,Dong Nai,10m_to_25m,E,1989,female
SH0003289,mass,Thanh Hoa,over_25m,C,1971,female
SH0003290,mass,Can Tho,under_10m,C,1969,male
SH0003291,mass,Ha Noi,10m_to_25m,C,1974,male
SH0003292,mass,Can Tho,under_10m,B,2005,female
SH0003293,mass,Ha Noi,10m_to_25m,D,1983,male
SH0003294,mass,Bac Ninh,under_10m,A,1987,male
SH0003295,mass,Ho Chi Minh City,10m_to_25m,B,1980,male
SH0003296,mass,Ha Noi,10m_to_25m,B,1973,male
SH0003297,mass,Da Nang,under_10m,B,1987,male
SH0003298,mass,Can Tho,under_10m,E,1991,male
SH0003299,mass,Ho Chi Minh City,over_25m,A,1991,female
SH0003300,emerging_affluent,Ha Noi,10m_to_25m,D,1977,female
SH0003301,mass,Bac Ninh,under_10m,C,1970,female
SH0003302,emerging_affluent,Can Tho,over_25m,C,1995,female
SH0003303,emerging_affluent,Hai Phong,under_10m,A,2005,female
SH0003304,emerging_affluent,Bac Ninh,10m_to_25m,D,1979,female
SH0003305,mass,Thanh Hoa,under_10m,A,2002,female
SH0003306,emerging_affluent,Hai Phong,under_10m,B,2003,female
SH0003307,mass,Da Nang,under_10m,C,1991,male
SH0003308,emerging_affluent,Khanh Hoa,under_10m,B,1968,male
SH0003309,mass,Ho Chi Minh City,under_10m,D,1981,female
SH0003310,mass,Binh Duong,under_10m,B,1993,male
SH0003311,emerging_affluent,Ho Chi Minh City,under_10m,A,1999,male
SH0003312,mass,Binh Duong,under_10m,D,1970,female
SH0003313,mass,Dong Nai,under_10m,C,1971,female
SH0003314,emerging_affluent,Ha Noi,10m_to_25m,D,2003,male
SH0003315,mass,Ha Noi,under_10m,B,1965,male
SH0003316,mass,Thanh Hoa,10m_to_25m,C,1991,female
SH0003317,mass,Ha Noi,under_10m,C,1966,female
SH0003318,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1994,female
SH0003319,mass,Ha Noi,10m_to_25m,B,1975,female
SH0003320,mass,Ha Noi,10m_to_25m,B,1973,female
SH0003321,mass,Long An,10m_to_25m,C,1996,female
SH0003322,mass,Ha Noi,under_10m,C,1973,male
SH0003323,mass,Binh Duong,under_10m,B,1970,male
SH0003324,mass,Can Tho,under_10m,B,1981,male
SH0003325,emerging_affluent,Khanh Hoa,10m_to_25m,C,1980,male
SH0003326,emerging_affluent,Ha Noi,10m_to_25m,C,1974,female
SH0003327,emerging_affluent,Ho Chi Minh City,under_10m,B,2005,male
SH0003328,emerging_affluent,Ha Noi,under_10m,B,1991,female
SH0003329,mass,Thanh Hoa,under_10m,C,1995,female
SH0003330,mass,Ho Chi Minh City,10m_to_25m,B,1993,male
SH0003331,emerging_affluent,Hai Phong,under_10m,A,1965,male
SH0003332,emerging_affluent,Nghe An,under_10m,C,1988,female
SH0003333,mass,Dong Nai,under_10m,A,1987,female
SH0003334,emerging_affluent,Ha Noi,under_10m,C,1972,male
SH0003335,mass,Bac Ninh,under_10m,D,1998,female
SH0003336,emerging_affluent,Binh Duong,under_10m,C,1977,female
SH0003337,mass,Ho Chi Minh City,10m_to_25m,C,1978,female
SH0003338,mass,Ho Chi Minh City,under_10m,B,1998,male
SH0003339,mass,Ho Chi Minh City,under_10m,C,1989,female
SH0003340,emerging_affluent,Ho Chi Minh City,10m_to_25m,A,1981,male
SH0003341,emerging_affluent,Dong Nai,under_10m,A,1974,male
SH0003342,mass,Khanh Hoa,over_25m,D,1991,male
SH0003343,mass,Ho Chi Minh City,10m_to_25m,B,1977,female
SH0003344,emerging_affluent,Ha Noi,10m_to_25m,A,1981,male
SH0003345,mass,Ho Chi Minh City,10m_to_25m,C,2002,female
SH0003346,mass,Hai Phong,10m_to_25m,C,1966,male
SH0003347,emerging_affluent,Ha Noi,under_10m,C,1973,female
SH0003348,emerging_affluent,Binh Duong,10m_to_25m,E,1969,male
SH0003349,mass,Ho Chi Minh City,10m_to_25m,D,1985,male
SH0003350,mass,Binh Duong,10m_to_25m,C,1968,female
SH0003351,emerging_affluent,Ha Noi,10m_to_25m,C,2003,female
SH0003352,mass,Long An,10m_to_25m,D,2004,female
SH0003353,mass,Ha Noi,under_10m,E,2002,male
SH0003354,mass,Ho Chi Minh City,10m_to_25m,A,1973,male
SH0003355,mass,Ho Chi Minh City,under_10m,E,1982,male
SH0003356,emerging_affluent,Long An,over_25m,D,1985,male
SH0003357,mass,Thanh Hoa,under_10m,B,1986,male
SH0003358,mass,Hai Phong,under_10m,A,1988,female
SH0003359,emerging_affluent,Thanh Hoa,10m_to_25m,C,1983,male
SH0003360,emerging_affluent,Ha Noi,10m_to_25m,D,1974,male
SH0003361,mass,Dong Nai,10m_to_25m,D,1980,male
SH0003362,mass,Can Tho,10m_to_25m,B,1998,male
SH0003363,emerging_affluent,Dong Nai,under_10m,C,1965,male
SH0003364,emerging_affluent,Da Nang,10m_to_25m,C,1971,female
SH0003365,mass,Binh Duong,10m_to_25m,D,1969,male
SH0003366,emerging_affluent,Can Tho,10m_to_25m,C,1968,female
SH0003367,emerging_affluent,Ha Noi,10m_to_25m,E,1981,female
SH0003368,mass,Ha Noi,under_10m,E,1995,male
SH0003369,mass,Da Nang,under_10m,C,1981,male
SH0003370,emerging_affluent,Da Nang,under_10m,D,1967,male
SH0003371,emerging_affluent,Ho Chi Minh City,10m_to_25m,B,1977,female
SH0003372,emerging_affluent,Thanh Hoa,10m_to_25m,D,1965,female
SH0003373,mass,Ha Noi,10m_to_25m,C,1998,male
SH0003374,mass,Ho Chi Minh City,10m_to_25m,D,1989,female
SH0003375,emerging_affluent,Ho Chi Minh City,under_10m,D,1977,female
SH0003376,mass,Ho Chi Minh City,10m_to_25m,C,2001,male
SH0003377,emerging_affluent,Long An,10m_to_25m,C,1984,female
SH0003378,mass,Long An,10m_to_25m,A,1989,female
SH0003379,emerging_affluent,Ho Chi Minh City,under_10m,E,1974,male
SH0003380,mass,Ho Chi Minh City,under_10m,A,1971,male
SH0003381,mass,Ho Chi Minh City,under_10m,A,1977,male
SH0003382,mass,Ho Chi Minh City,under_10m,C,1981,female
SH0003383,mass,Ho Chi Minh City,10m_to_25m,A,1971,female
SH0003384,emerging_affluent,Thanh Hoa,over_25m,C,1976,female
SH0003385,mass,Thanh Hoa,under_10m,A,2001,male
SH0003386,emerging_affluent,Khanh Hoa,under_10m,D,1973,male
SH0003387,mass,Long An,under_10m,B,1981,male
SH0003388,mass,Binh Duong,10m_to_25m,D,1970,male
SH0003389,emerging_affluent,Long An,10m_to_25m,C,1997,female
SH0003390,mass,Ha Noi,10m_to_25m,B,1969,female
SH0003391,emerging_affluent,Binh Duong,under_10m,B,1978,male
SH0003392,emerging_affluent,Long An,under_10m,D,1989,female
SH0003393,mass,Dong Nai,10m_to_25m,C,1967,female
SH0003394,mass,Da Nang,under_10m,C,2000,male
SH0003395,mass,Dong Nai,over_25m,C,1989,male
SH0003396,emerging_affluent,Dong Nai,under_10m,C,2000,male
SH0003397,emerging_affluent,Nghe An,10m_to_25m,A,1991,male
SH0003398,mass,Khanh Hoa,under_10m,D,2004,female
SH0003399,mass,Ha Noi,10m_to_25m,C,1976,female
SH0003400,mass,Hai Phong,10m_to_25m,C,1999,male
SH0003401,emerging_affluent,Binh Duong,under_10m,B,1993,female
SH0003402,mass,Hai Phong,over_25m,D,1983,male
SH0003403,mass,Binh Duong,10m_to_25m,D,1966,male
SH0003404,mass,Ha Noi,under_10m,E,1979,female
SH0003405,mass,Thanh Hoa,10m_to_25m,D,1999,female
SH0003406,mass,Dong Nai,over_25m,B,1972,female
SH0003407,mass,Nghe An,under_10m,C,2002,male
SH0003408,emerging_affluent,Ho Chi Minh City,under_10m,C,1975,female
SH0003409,mass,Hai Phong,under_10m,B,2002,male
SH0003410,emerging_affluent,Ho Chi Minh City,over_25m,A,2002,male
SH0003411,mass,Can Tho,under_10m,B,1984,male
SH0003412,emerging_affluent,Ha Noi,under_10m,C,1965,female
SH0003413,mass,Ho Chi Minh City,over_25m,C,2001,female
SH0003414,mass,Ho Chi Minh City,10m_to_25m,C,2004,male
SH0003415,mass,Ho Chi Minh City,10m_to_25m,E,1965,female
SH0003416,mass,Ho Chi Minh City,under_10m,C,1990,male
SH0003417,mass,Khanh Hoa,over_25m,C,2000,male
SH0003418,emerging_affluent,Ha Noi,under_10m,C,1974,female
SH0003419,mass,Ho Chi Minh City,under_10m,C,1973,male
SH0003420,emerging_affluent,Hai Phong,under_10m,D,2002,female
SH0003421,emerging_affluent,Long An,under_10m,C,1996,female
SH0003422,mass,Bac Ninh,10m_to_25m,D,1969,male
SH0003423,mass,Da Nang,under_10m,C,1999,female
SH0003424,mass,Khanh Hoa,under_10m,D,1991,female
SH0003425,mass,Can Tho,10m_to_25m,A,1986,male
SH0003426,mass,Ha Noi,10m_to_25m,C,2003,male
SH0003427,mass,Ho Chi Minh City,over_25m,D,1977,male
SH0003428,mass,Ha Noi,10m_to_25m,C,1985,female
SH0003429,mass,Binh Duong,over_25m,B,1985,female
SH0003430,mass,Nghe An,over_25m,D,1976,female
SH0003431,mass,Ho Chi Minh City,under_10m,B,1970,female
SH0003432,emerging_affluent,Ho Chi Minh City,10m_to_25m,A,1977,female
SH0003433,mass,Ho Chi Minh City,10m_to_25m,B,1967,male
SH0003434,mass,Long An,under_10m,D,1986,female
SH0003435,emerging_affluent,Ho Chi Minh City,under_10m,C,1993,male
SH0003436,emerging_affluent,Ha Noi,under_10m,D,1989,female
SH0003437,mass,Can Tho,under_10m,B,1988,female
SH0003438,emerging_affluent,Nghe An,under_10m,B,1980,male
SH0003439,mass,Da Nang,over_25m,D,1968,male
SH0003440,mass,Ha Noi,10m_to_25m,A,2004,male
SH0003441,emerging_affluent,Thanh Hoa,under_10m,B,1968,male
SH0003442,mass,Binh Duong,10m_to_25m,C,1973,female
SH0003443,emerging_affluent,Binh Duong,10m_to_25m,C,1989,female
SH0003444,mass,Binh Duong,over_25m,C,1997,male
SH0003445,mass,Ho Chi Minh City,10m_to_25m,C,1988,female
SH0003446,emerging_affluent,Dong Nai,over_25m,C,1979,female
SH0003447,emerging_affluent,Ha Noi,under_10m,A,1992,female
SH0003448,mass,Ha Noi,under_10m,D,1989,male
SH0003449,emerging_affluent,Binh Duong,10m_to_25m,C,2004,male
SH0003450,mass,Binh Duong,under_10m,B,1973,female
SH0003451,emerging_affluent,Ha Noi,under_10m,D,1971,male
SH0003452,mass,Hai Phong,under_10m,D,2004,male
SH0003453,mass,Ha Noi,under_10m,C,1979,male
SH0003454,emerging_affluent,Khanh Hoa,under_10m,D,1965,male
SH0003455,mass,Binh Duong,under_10m,E,1991,female
SH0003456,mass,Ha Noi,10m_to_25m,E,1999,female
SH0003457,mass,Ha Noi,10m_to_25m,C,1992,male
SH0003458,mass,Ha Noi,10m_to_25m,B,1965,male
SH0003459,mass,Ho Chi Minh City,10m_to_25m,C,2000,female
SH0003460,mass,Nghe An,under_10m,A,1988,female
SH0003461,mass,Can Tho,10m_to_25m,E,1996,female
SH0003462,mass,Ha Noi,10m_to_25m,D,1999,female
SH0003463,mass,Ha Noi,under_10m,D,1994,male
SH0003464,mass,Ha Noi,10m_to_25m,C,1996,male
SH0003465,mass,Da Nang,10m_to_25m,C,1993,male
SH0003466,mass,Ho Chi Minh City,under_10m,D,1970,male
SH0003467,mass,Dong Nai,10m_to_25m,D,1980,female
SH0003468,mass,Nghe An,over_25m,E,1998,female
SH0003469,mass,Ho Chi Minh City,10m_to_25m,A,1965,female
SH0003470,mass,Can Tho,10m_to_25m,B,1965,female
SH0003471,mass,Ho Chi Minh City,under_10m,C,1989,female
SH0003472,mass,Nghe An,10m_to_25m,B,1967,male
SH0003473,mass,Da Nang,under_10m,A,1984,male
SH0003474,mass,Hai Phong,under_10m,B,1983,female
SH0003475,mass,Hai Phong,under_10m,C,1999,male
SH0003476,mass,Long An,under_10m,C,2005,male
SH0003477,mass,Bac Ninh,under_10m,E,1977,male
SH0003478,emerging_affluent,Ho Chi Minh City,under_10m,B,1990,male
SH0003479,emerging_affluent,Thanh Hoa,10m_to_25m,C,1981,female
SH0003480,emerging_affluent,Dong Nai,10m_to_25m,A,1998,female
SH0003481,mass,Khanh Hoa,10m_to_25m,C,2003,male
SH0003482,emerging_affluent,Nghe An,under_10m,B,1995,male
SH0003483,mass,Long An,over_25m,D,1970,female
SH0003484,mass,Long An,10m_to_25m,C,1977,female
SH0003485,mass,Ha Noi,10m_to_25m,D,1969,male
SH0003486,mass,Hai Phong,10m_to_25m,D,2004,male
SH0003487,mass,Ha Noi,10m_to_25m,B,2001,female
SH0003488,mass,Ha Noi,10m_to_25m,B,1980,male
SH0003489,emerging_affluent,Dong Nai,10m_to_25m,C,1992,female
SH0003490,mass,Khanh Hoa,under_10m,D,1985,female
SH0003491,mass,Long An,10m_to_25m,C,1970,female
SH0003492,mass,Thanh Hoa,10m_to_25m,C,1971,female
SH0003493,mass,Ho Chi Minh City,over_25m,D,1998,male
SH0003494,mass,Dong Nai,10m_to_25m,D,1980,female
SH0003495,mass,Thanh Hoa,under_10m,A,2005,female
SH0003496,mass,Can Tho,10m_to_25m,A,1983,male
SH0003497,mass,Long An,10m_to_25m,C,1969,female
SH0003498,mass,Nghe An,10m_to_25m,B,2003,male
SH0003499,emerging_affluent,Nghe An,10m_to_25m,D,1994,male
SH0003500,mass,Ha Noi,10m_to_25m,D,1965,male
SH0003501,mass,Da Nang,under_10m,B,1975,female
SH0003502,mass,Ho Chi Minh City,over_25m,B,1986,female
SH0003503,mass,Nghe An,under_10m,E,1991,male
SH0003504,mass,Bac Ninh,under_10m,A,1991,male
SH0003505,mass,Thanh Hoa,under_10m,A,1974,female
SH0003506,mass,Hai Phong,10m_to_25m,C,2004,female
SH0003507,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1974,female
SH0003508,mass,Ho Chi Minh City,over_25m,C,1975,male
SH0003509,mass,Ha Noi,10m_to_25m,C,1976,male
SH0003510,emerging_affluent,Nghe An,over_25m,E,1993,female
SH0003511,mass,Ho Chi Minh City,10m_to_25m,C,1973,female
SH0003512,emerging_affluent,Da Nang,10m_to_25m,C,1980,male
SH0003513,mass,Nghe An,under_10m,B,1971,female
SH0003514,mass,Hai Phong,over_25m,A,1966,female
SH0003515,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1973,male
SH0003516,emerging_affluent,Thanh Hoa,under_10m,D,2003,female
SH0003517,mass,Khanh Hoa,10m_to_25m,C,1995,male
SH0003518,mass,Nghe An,10m_to_25m,A,1985,female
SH0003519,mass,Can Tho,10m_to_25m,B,1974,male
SH0003520,mass,Ha Noi,under_10m,D,1974,female
SH0003521,mass,Thanh Hoa,under_10m,A,2004,female
SH0003522,emerging_affluent,Ha Noi,over_25m,C,1976,female
SH0003523,mass,Hai Phong,under_10m,C,1995,male
SH0003524,mass,Can Tho,10m_to_25m,A,2003,female
SH0003525,mass,Thanh Hoa,over_25m,C,1995,female
SH0003526,mass,Ho Chi Minh City,under_10m,B,1981,male
