month,loan_id,amount_due,amount_collected,bucket_at_due
2025-07-01,LN00006668,233000,216303,current
2025-08-01,LN00006668,233000,230456,current
2025-09-01,LN00006668,233000,214467,current
2025-10-01,LN00006668,233000,210146,current
2025-11-01,LN00006668,233000,223710,current
2025-12-01,LN00006668,233000,232014,current
2025-03-01,LN00006669,1429000,1421832,current
2025-04-01,LN00006669,1429000,1147272,dpd_1_29
2025-05-01,LN00006669,1429000,1335843,current
2025-06-01,LN00006669,1429000,1251705,dpd_1_29
2025-07-01,LN00006669,1429000,867042,dpd_30_59
2025-08-01,LN00006669,1429000,831719,dpd_30_59
2025-09-01,LN00006669,1429000,1013578,dpd_30_59
2025-10-01,LN00006669,1429000,612544,dpd_60_89
2025-11-01,LN00006669,1429000,296846,dpd_90_plus
2025-12-01,LN00006669,1429000,323232,dpd_90_plus
2025-03-01,LN00006670,5933000,5655687,current
2025-04-01,LN00006670,5933000,5222158,current
2025-05-01,LN00006670,5933000,5312125,current
2025-06-01,LN00006670,5933000,5628441,current
2025-07-01,LN00006670,5933000,5929030,current
2025-08-01,LN00006670,5933000,5277551,current
2025-09-01,LN00006670,5933000,5783611,current
2025-10-01,LN00006670,5933000,5858468,current
2025-11-01,LN00006670,5933000,5532915,current
2025-12-01,LN00006670,5933000,5645741,current
2025-03-01,LN00006671,2769000,2480875,current
2025-04-01,LN00006671,2769000,2669156,current
2025-05-01,LN00006671,2769000,2596254,current
2025-06-01,LN00006671,2769000,2476809,current
2025-07-01,LN00006671,2769000,2608794,current
2025-08-01,LN00006671,2769000,2464582,current
2025-09-01,LN00006671,2769000,2607670,current
2025-10-01,LN00006671,2769000,2660929,current
2025-11-01,LN00006671,2769000,2449347,current
2025-12-01,LN00006671,2769000,2470334,current
2025-03-01,LN00006672,1081000,959368,current
2025-04-01,LN00006672,1081000,908975,dpd_1_29
2025-05-01,LN00006672,1081000,1042961,current
2025-06-01,LN00006672,1081000,1005356,current
2025-07-01,LN00006672,1081000,1023851,current
2025-08-01,LN00006672,1081000,1042164,current
2025-09-01,LN00006672,1081000,1004156,current
2025-10-01,LN00006672,1081000,1003170,current
2025-11-01,LN00006672,1081000,1078580,current
2025-12-01,LN00006672,1081000,995950,current
2025-03-01,LN00006673,1895000,1697563,current
2025-04-01,LN00006673,1895000,1874035,current
2025-05-01,LN00006673,1895000,1798935,current
2025-06-01,LN00006673,1895000,1837840,dpd_1_29
2025-07-01,LN00006673,1895000,1776985,current
2025-08-01,LN00006673,1895000,1802007,current
2025-09-01,LN00006673,1895000,1836457,current
2025-10-01,LN00006673,1895000,1773325,current
2025-11-01,LN00006673,1895000,1869132,current
2025-12-01,LN00006673,1895000,1845789,current
2025-03-01,LN00006674,10729000,9511103,current
2025-04-01,LN00006674,10729000,10021654,current
2025-05-01,LN00006674,10729000,10476784,current
2025-06-01,LN00006674,10729000,9568885,current
2025-07-01,LN00006674,10729000,9823504,current
2025-08-01,LN00006674,10729000,10210260,current
2025-09-01,LN00006674,10729000,10466182,current
2025-10-01,LN00006674,10729000,9860111,current
2025-11-01,LN00006674,10729000,9677817,current
2025-12-01,LN00006674,10729000,10656448,current
2025-03-01,LN00006675,2688000,2598024,current
2025-04-01,LN00006675,2688000,2390205,dpd_1_29
2025-05-01,LN00006675,2688000,2390620,current
2025-06-01,LN00006675,2688000,2413397,current
2025-07-01,LN00006675,2688000,2470023,current
2025-08-01,LN00006675,2688000,2405493,current
2025-03-01,LN00006676,2091000,1958219,current
2025-04-01,LN00006676,2091000,1854986,current
2025-05-01,LN00006676,2091000,1991134,current
2025-06-01,LN00006676,2091000,1880129,current
2025-07-01,LN00006676,2091000,1886054,current
2025-08-01,LN00006676,2091000,1875853,current
2025-03-01,LN00006677,1099000,1075832,current
2025-04-01,LN00006677,1099000,1068715,dpd_1_29
2025-05-01,LN00006677,1099000,1024195,current
2025-06-01,LN00006677,1099000,967347,current
2025-07-01,LN00006677,1099000,1076617,current
2025-08-01,LN00006677,1099000,1098804,current
2025-09-01,LN00006677,1099000,974646,current
2025-10-01,LN00006677,1099000,1018951,current
2025-11-01,LN00006677,1099000,984313,current
2025-12-01,LN00006677,1099000,1010588,current
2025-03-01,LN00006678,2291000,2261741,current
2025-04-01,LN00006678,2291000,2072765,current
2025-05-01,LN00006678,2291000,2158620,dpd_1_29
2025-06-01,LN00006678,2291000,2205268,current
2025-07-01,LN00006678,2291000,2113350,current
2025-08-01,LN00006678,2291000,2166366,current
2025-09-01,LN00006678,2291000,2152017,current
2025-10-01,LN00006678,2291000,2170559,current
2025-11-01,LN00006678,2291000,2227992,current
2025-12-01,LN00006678,2291000,2060340,current
2025-03-01,LN00006679,892000,806746,current
2025-04-01,LN00006679,892000,847930,current
2025-05-01,LN00006679,892000,822136,current
2025-06-01,LN00006679,892000,806296,current
2025-07-01,LN00006679,892000,888166,current
2025-08-01,LN00006679,892000,819664,current
2025-09-01,LN00006679,892000,800847,current
2025-10-01,LN00006679,892000,882366,current
2025-11-01,LN00006679,892000,837970,current
2025-12-01,LN00006679,892000,840988,current
2025-03-01,LN00006680,4547000,4472393,current
2025-04-01,LN00006680,4547000,4082570,current
2025-05-01,LN00006680,4547000,4195328,current
2025-06-01,LN00006680,4547000,4036182,dpd_1_29
2025-07-01,LN00006680,4547000,4343340,current
2025-08-01,LN00006680,4547000,4273564,current
2025-09-01,LN00006680,4547000,4197764,current
2025-10-01,LN00006680,4547000,4261864,dpd_1_29
2025-11-01,LN00006680,4547000,4296752,dpd_1_29
2025-12-01,LN00006680,4547000,2655635,dpd_30_59
2025-03-01,LN00006681,2629000,2324931,current
2025-04-01,LN00006681,2629000,2318631,current
2025-05-01,LN00006681,2629000,2504325,current
2025-06-01,LN00006681,2629000,2552986,current
2025-07-01,LN00006681,2629000,2545691,current
2025-08-01,LN00006681,2629000,2461502,current
2025-09-01,LN00006681,2629000,2612995,current
2025-10-01,LN00006681,2629000,2441108,current
2025-11-01,LN00006681,2629000,2556758,current
2025-12-01,LN00006681,2629000,2597193,current
2025-03-01,LN00006682,1422000,1376813,current
2025-04-01,LN00006682,1422000,1347580,current
2025-05-01,LN00006682,1422000,1395525,dpd_1_29
2025-06-01,LN00006682,1422000,1387435,current
2025-07-01,LN00006682,1422000,1271398,current
2025-08-01,LN00006682,1422000,1338378,current
2025-09-01,LN00006682,1422000,1291917,current
2025-10-01,LN00006682,1422000,1350391,current
2025-11-01,LN00006682,1422000,1411541,current
2025-12-01,LN00006682,1422000,1315092,current
2025-03-01,LN00006683,3453000,3261007,current
2025-04-01,LN00006683,3453000,3213668,dpd_1_29
2025-05-01,LN00006683,3453000,3431462,current
2025-06-01,LN00006683,3453000,3383575,current
2025-07-01,LN00006683,3453000,3349074,current
2025-08-01,LN00006683,3453000,3385523,current
2025-09-01,LN00006683,3453000,3162544,current
2025-10-01,LN00006683,3453000,3446870,current
2025-11-01,LN00006683,3453000,3209672,current
2025-12-01,LN00006683,3453000,3212112,current
2025-03-01,LN00006684,1457000,1403835,current
2025-04-01,LN00006684,1457000,1298969,current
2025-05-01,LN00006684,1457000,1352365,current
2025-06-01,LN00006684,1457000,1375001,current
2025-07-01,LN00006684,1457000,1282214,current
2025-08-01,LN00006684,1457000,1417885,current
2025-09-01,LN00006684,1457000,1395720,current
2025-10-01,LN00006684,1457000,1398824,current
2025-11-01,LN00006684,1457000,1450613,current
2025-12-01,LN00006684,1457000,1329177,current
2025-03-01,LN00006685,317000,294000,current
2025-04-01,LN00006685,317000,301864,current
2025-05-01,LN00006685,317000,284996,current
2025-06-01,LN00006685,317000,307541,current
2025-07-01,LN00006685,317000,300543,current
2025-08-01,LN00006685,317000,292255,current
2025-09-01,LN00006685,317000,290831,dpd_1_29
2025-10-01,LN00006685,317000,179291,dpd_30_59
2025-11-01,LN00006685,317000,187964,dpd_30_59
2025-12-01,LN00006685,317000,105244,dpd_60_89
2025-03-01,LN00006686,3238000,3199391,current
2025-04-01,LN00006686,3238000,2786084,dpd_1_29
2025-05-01,LN00006686,3238000,2959130,current
2025-06-01,LN00006686,3238000,3014813,current
2025-07-01,LN00006686,3238000,3034342,dpd_1_29
2025-08-01,LN00006686,3238000,3050465,current
2025-09-01,LN00006686,3238000,2615170,dpd_1_29
2025-10-01,LN00006686,3238000,2234228,dpd_30_59
2025-11-01,LN00006686,3238000,1763252,dpd_30_59
2025-12-01,LN00006686,3238000,1422673,dpd_60_89
2025-03-01,LN00006687,787000,731615,current
2025-04-01,LN00006687,787000,759058,current
2025-05-01,LN00006687,787000,750508,dpd_1_29
2025-06-01,LN00006687,787000,656645,dpd_1_29
2025-07-01,LN00006687,787000,785850,current
2025-08-01,LN00006687,787000,773073,current
2025-03-01,LN00006688,5351000,5148709,current
2025-04-01,LN00006688,5351000,4988811,current
2025-05-01,LN00006688,5351000,4307591,dpd_1_29
2025-06-01,LN00006688,5351000,5348773,current
2025-07-01,LN00006688,5351000,4936095,current
2025-08-01,LN00006688,5351000,5252982,current
2025-09-01,LN00006688,5351000,5087870,current
2025-10-01,LN00006688,5351000,5190118,current
2025-11-01,LN00006688,5351000,5304991,current
2025-12-01,LN00006688,5351000,4829500,current
2025-03-01,LN00006689,12020000,11789592,current
2025-04-01,LN00006689,12020000,11918729,dpd_1_29
2025-05-01,LN00006689,12020000,11729767,dpd_1_29
2025-06-01,LN00006689,12020000,10793167,current
2025-07-01,LN00006689,12020000,11122581,current
2025-08-01,LN00006689,12020000,11540534,current
2025-09-01,LN00006689,12020000,11536226,current
2025-10-01,LN00006689,12020000,10940544,current
2025-11-01,LN00006689,12020000,11784646,current
2025-12-01,LN00006689,12020000,11022882,current
2025-03-01,LN00006690,5388000,4994653,current
2025-04-01,LN00006690,5388000,5104765,current
2025-05-01,LN00006690,5388000,5004352,dpd_1_29
2025-06-01,LN00006690,5388000,5185611,current
2025-07-01,LN00006690,5388000,4983181,current
2025-08-01,LN00006690,5388000,5027996,current
2025-09-01,LN00006690,5388000,5331348,current
2025-10-01,LN00006690,5388000,5255153,current
2025-11-01,LN00006690,5388000,5333727,current
2025-12-01,LN00006690,5388000,5143012,current
2025-03-01,LN00006691,4695000,4595444,current
2025-04-01,LN00006691,4695000,3970420,dpd_1_29
2025-05-01,LN00006691,4695000,2666996,dpd_30_59
2025-06-01,LN00006691,4695000,1532713,dpd_60_89
2025-07-01,LN00006691,4695000,686352,dpd_90_plus
2025-08-01,LN00006691,4695000,163633,dpd_90_plus
2025-09-01,LN00006691,4695000,769569,dpd_90_plus
2025-03-01,LN00006692,2662000,2547207,current
2025-04-01,LN00006692,2662000,2647213,current
2025-05-01,LN00006692,2662000,2487688,current
2025-06-01,LN00006692,2662000,2404447,current
2025-07-01,LN00006692,2662000,2576412,current
2025-08-01,LN00006692,2662000,2455548,current
2025-09-01,LN00006692,2662000,2509588,current
2025-10-01,LN00006692,2662000,2366325,current
2025-11-01,LN00006692,2662000,2656999,current
2025-12-01,LN00006692,2662000,2655362,current
2025-03-01,LN00006693,1225000,1222012,current
2025-04-01,LN00006693,1225000,1191276,current
2025-05-01,LN00006693,1225000,1194463,current
2025-06-01,LN00006693,1225000,1212294,current
2025-07-01,LN00006693,1225000,1122102,current
2025-08-01,LN00006693,1225000,1089802,current
2025-09-01,LN00006693,1225000,1201862,current
2025-10-01,LN00006693,1225000,1184036,current
2025-11-01,LN00006693,1225000,1196000,current
2025-03-01,LN00006694,5766000,5454955,current
2025-04-01,LN00006694,5766000,5180693,current
2025-05-01,LN00006694,5766000,5257716,current
2025-06-01,LN00006694,5766000,5676046,current
2025-07-01,LN00006694,5766000,5705967,current
2025-08-01,LN00006694,5766000,5671478,current
2025-09-01,LN00006694,5766000,5137487,current
2025-10-01,LN00006694,5766000,5361659,current
2025-03-01,LN00006695,4270000,4201329,current
2025-04-01,LN00006695,4270000,3815625,current
2025-03-01,LN00006696,992000,965645,current
2025-04-01,LN00006696,992000,989462,current
2025-05-01,LN00006696,992000,911725,current
2025-06-01,LN00006696,992000,911552,current
2025-07-01,LN00006696,992000,903891,current
2025-08-01,LN00006696,992000,961537,current
2025-03-01,LN00006697,1204000,1185437,current
2025-04-01,LN00006697,1204000,1074193,current
2025-05-01,LN00006697,1204000,1090267,current
2025-06-01,LN00006697,1204000,1159427,current
2025-07-01,LN00006697,1204000,1067655,current
2025-08-01,LN00006697,1204000,1173547,current
2025-09-01,LN00006697,1204000,1138860,current
2025-10-01,LN00006697,1204000,1070324,current
2025-11-01,LN00006697,1204000,1093974,current
2025-12-01,LN00006697,1204000,1196012,current
2025-03-01,LN00006698,9970000,9701585,current
2025-04-01,LN00006698,9970000,8525491,dpd_1_29
2025-05-01,LN00006698,9970000,6905817,dpd_30_59
2025-06-01,LN00006698,9970000,4214957,dpd_60_89
2025-07-01,LN00006698,9970000,3732087,dpd_60_89
2025-08-01,LN00006698,9970000,3778083,dpd_60_89
2025-09-01,LN00006698,9970000,2258771,dpd_90_plus
2025-10-01,LN00006698,9970000,1499715,dpd_90_plus
2025-11-01,LN00006698,9970000,1805193,dpd_90_plus
2025-12-01,LN00006698,9970000,1471944,dpd_90_plus
2025-03-01,LN00006699,4201000,3796430,current
2025-04-01,LN00006699,4201000,3888397,current
2025-05-01,LN00006699,4201000,3939003,dpd_1_29
2025-06-01,LN00006699,4201000,4009739,current
2025-07-01,LN00006699,4201000,3703055,current
2025-08-01,LN00006699,4201000,4112757,current
2025-09-01,LN00006699,4201000,3580628,dpd_1_29
2025-10-01,LN00006699,4201000,3397905,dpd_1_29
2025-11-01,LN00006699,4201000,3780228,current
2025-03-01,LN00006700,2474000,2333028,current
2025-04-01,LN00006700,2474000,2161385,dpd_1_29
2025-05-01,LN00006700,2474000,2019447,dpd_1_29
2025-06-01,LN00006700,2474000,1296346,dpd_30_59
2025-07-01,LN00006700,2474000,1772003,dpd_30_59
2025-08-01,LN00006700,2474000,966711,dpd_60_89
2025-09-01,LN00006700,2474000,1031946,dpd_60_89
2025-10-01,LN00006700,2474000,338096,dpd_90_plus
2025-11-01,LN00006700,2474000,528001,dpd_90_plus
2025-12-01,LN00006700,2474000,179861,dpd_90_plus
2025-03-01,LN00006701,578000,541523,current
2025-04-01,LN00006701,578000,529968,current
2025-05-01,LN00006701,578000,550946,current
2025-06-01,LN00006701,578000,521280,current
2025-07-01,LN00006701,578000,516693,current
2025-08-01,LN00006701,578000,546101,current
2025-09-01,LN00006701,578000,534994,current
2025-10-01,LN00006701,578000,512140,current
2025-11-01,LN00006701,578000,570769,current
2025-12-01,LN00006701,578000,560647,current
2025-03-01,LN00006702,874000,858585,current
2025-04-01,LN00006702,874000,803828,current
2025-05-01,LN00006702,874000,789618,current
2025-06-01,LN00006702,874000,799231,current
2025-07-01,LN00006702,874000,772249,current
2025-08-01,LN00006702,874000,772036,current
2025-09-01,LN00006702,874000,861340,current
2025-10-01,LN00006702,874000,851554,current
2025-11-01,LN00006702,874000,782452,current
2025-03-01,LN00006703,448000,425302,current
2025-04-01,LN00006703,448000,442279,current
2025-05-01,LN00006703,448000,441958,current
2025-06-01,LN00006703,448000,397385,current
2025-07-01,LN00006703,448000,442952,current
2025-08-01,LN00006703,448000,427284,dpd_1_29
2025-09-01,LN00006703,448000,404281,current
2025-10-01,LN00006703,448000,427445,current
2025-11-01,LN00006703,448000,393352,dpd_1_29
2025-12-01,LN00006703,448000,280870,dpd_30_59
2025-03-01,LN00006704,303000,286691,current
2025-04-01,LN00006704,303000,280823,dpd_1_29
2025-05-01,LN00006704,303000,275148,current
2025-06-01,LN00006704,303000,281058,current
2025-03-01,LN00006705,363000,329849,current
2025-04-01,LN00006705,363000,336262,current
2025-05-01,LN00006705,363000,361999,current
2025-06-01,LN00006705,363000,351321,current
2025-07-01,LN00006705,363000,348605,current
2025-08-01,LN00006705,363000,356978,current
2025-03-01,LN00006706,1122000,1028055,current
2025-04-01,LN00006706,1122000,950035,dpd_1_29
2025-05-01,LN00006706,1122000,995771,dpd_1_29
2025-06-01,LN00006706,1122000,1051019,current
2025-07-01,LN00006706,1122000,997272,dpd_1_29
2025-08-01,LN00006706,1122000,998286,current
2025-09-01,LN00006706,1122000,1031543,current
2025-10-01,LN00006706,1122000,1030435,current
2025-11-01,LN00006706,1122000,1098991,current
2025-12-01,LN00006706,1122000,1072376,current
2025-03-01,LN00006707,2468000,2381838,current
2025-04-01,LN00006707,2468000,2303689,current
2025-05-01,LN00006707,2468000,2223049,current
2025-06-01,LN00006707,2468000,2437295,current
2025-07-01,LN00006707,2468000,2280929,current
2025-08-01,LN00006707,2468000,2213412,current
2025-09-01,LN00006707,2468000,2444145,current
2025-10-01,LN00006707,2468000,2245968,current
2025-11-01,LN00006707,2468000,2293095,current
2025-12-01,LN00006707,2468000,2372083,current
2025-03-01,LN00006708,2271000,2025162,current
2025-04-01,LN00006708,2271000,2161464,current
2025-05-01,LN00006708,2271000,2086628,current
2025-06-01,LN00006708,2271000,2040026,current
2025-07-01,LN00006708,2271000,1998965,current
2025-08-01,LN00006708,2271000,2244873,current
2025-03-01,LN00006709,744000,721584,current
2025-04-01,LN00006709,744000,713514,current
2025-03-01,LN00006710,196000,180352,current
2025-04-01,LN00006710,196000,178298,current
2025-05-01,LN00006710,196000,192124,current
2025-06-01,LN00006710,196000,177001,current
2025-07-01,LN00006710,196000,174877,current
2025-08-01,LN00006710,196000,186033,current
2025-09-01,LN00006710,196000,183787,current
2025-10-01,LN00006710,196000,184133,current
2025-11-01,LN00006710,196000,194681,current
2025-12-01,LN00006710,196000,191146,current
2025-03-01,LN00006711,730000,680104,current
2025-04-01,LN00006711,730000,691751,dpd_1_29
2025-05-01,LN00006711,730000,681709,current
2025-06-01,LN00006711,730000,699995,current
2025-07-01,LN00006711,730000,681164,current
2025-08-01,LN00006711,730000,729385,current
2025-09-01,LN00006711,730000,726900,current
2025-03-01,LN00006712,1743000,1634318,current
2025-04-01,LN00006712,1743000,1659292,current
2025-05-01,LN00006712,1743000,1531907,dpd_1_29
2025-06-01,LN00006712,1743000,1179797,dpd_30_59
2025-07-01,LN00006712,1743000,484406,dpd_60_89
2025-08-01,LN00006712,1743000,176010,dpd_90_plus
2025-09-01,LN00006712,1743000,248452,dpd_90_plus
2025-10-01,LN00006712,1743000,273870,dpd_90_plus
2025-11-01,LN00006712,1743000,66288,dpd_90_plus
2025-12-01,LN00006712,1743000,366647,dpd_90_plus
2025-03-01,LN00006713,868000,776572,current
2025-04-01,LN00006713,868000,802340,current
2025-05-01,LN00006713,868000,831688,current
2025-06-01,LN00006713,868000,852275,current
2025-07-01,LN00006713,868000,779700,current
2025-08-01,LN00006713,868000,779055,current
2025-09-01,LN00006713,868000,826449,current
2025-10-01,LN00006713,868000,826936,current
2025-11-01,LN00006713,868000,808494,current
2025-12-01,LN00006713,868000,798493,current
2025-03-01,LN00006714,1735000,1546038,current
2025-04-01,LN00006714,1735000,1683043,current
2025-05-01,LN00006714,1735000,1540576,current
2025-06-01,LN00006714,1735000,1600179,current
2025-07-01,LN00006714,1735000,1706319,current
2025-08-01,LN00006714,1735000,1715904,current
2025-09-01,LN00006714,1735000,1618543,current
2025-10-01,LN00006714,1735000,1604345,current
2025-11-01,LN00006714,1735000,1701739,current
2025-12-01,LN00006714,1735000,1704036,current
2025-03-01,LN00006715,228000,201007,current
2025-04-01,LN00006715,228000,210988,dpd_1_29
2025-05-01,LN00006715,228000,226125,dpd_1_29
2025-06-01,LN00006715,228000,129301,dpd_30_59
2025-07-01,LN00006715,228000,207680,current
2025-08-01,LN00006715,228000,220739,current
2025-09-01,LN00006715,228000,213213,current
2025-10-01,LN00006715,228000,210050,current
2025-11-01,LN00006715,228000,211140,current
2025-12-01,LN00006715,228000,218142,current
2025-03-01,LN00006716,1721000,1679660,current
2025-04-01,LN00006716,1721000,1537481,current
2025-05-01,LN00006716,1721000,1597432,current
2025-06-01,LN00006716,1721000,1686777,current
2025-07-01,LN00006716,1721000,1717007,current
2025-08-01,LN00006716,1721000,1386266,dpd_1_29
2025-09-01,LN00006716,1721000,1710567,current
2025-10-01,LN00006716,1721000,1665766,current
2025-03-01,LN00006717,203000,186152,current
2025-04-01,LN00006717,203000,197028,current
2025-05-01,LN00006717,203000,192181,current
2025-06-01,LN00006717,203000,184256,current
2025-07-01,LN00006717,203000,179461,current
2025-08-01,LN00006717,203000,193787,current
2025-09-01,LN00006717,203000,184435,current
2025-10-01,LN00006717,203000,201741,current
2025-11-01,LN00006717,203000,202850,current
2025-12-01,LN00006717,203000,186239,current
2025-03-01,LN00006718,3432000,3344992,current
2025-04-01,LN00006718,3432000,3347761,current
2025-05-01,LN00006718,3432000,3271623,current
2025-06-01,LN00006718,3432000,3047223,current
2025-07-01,LN00006718,3432000,3020782,current
2025-03-01,LN00006719,3047000,2813969,current
2025-04-01,LN00006719,3047000,2693212,current
2025-05-01,LN00006719,3047000,3025697,dpd_1_29
2025-06-01,LN00006719,3047000,2811222,dpd_1_29
2025-07-01,LN00006719,3047000,2933725,current
2025-08-01,LN00006719,3047000,2855775,current
2025-09-01,LN00006719,3047000,2779336,current
2025-10-01,LN00006719,3047000,2933330,current
2025-11-01,LN00006719,3047000,2891884,current
2025-12-01,LN00006719,3047000,3024663,current
2025-03-01,LN00006720,2294000,2283210,current
2025-04-01,LN00006720,2294000,2028394,current
2025-05-01,LN00006720,2294000,2078646,current
2025-06-01,LN00006720,2294000,2144179,current
2025-07-01,LN00006720,2294000,1948515,dpd_1_29
2025-08-01,LN00006720,2294000,2118909,current
2025-09-01,LN00006720,2294000,2281371,current
2025-10-01,LN00006720,2294000,2104119,current
2025-11-01,LN00006720,2294000,2100336,current
2025-12-01,LN00006720,2294000,2291014,current
2025-03-01,LN00006721,745000,691178,current
2025-04-01,LN00006721,745000,633815,dpd_1_29
2025-05-01,LN00006721,745000,739142,current
2025-06-01,LN00006721,745000,690166,current
2025-07-01,LN00006721,745000,714339,current
2025-08-01,LN00006721,745000,708679,current
2025-09-01,LN00006721,745000,663930,current
2025-10-01,LN00006721,745000,698106,current
2025-11-01,LN00006721,745000,742285,current
2025-12-01,LN00006721,745000,733380,current
2025-03-01,LN00006722,1596000,1525422,current
2025-04-01,LN00006722,1596000,1415106,current
2025-05-01,LN00006722,1596000,1592452,dpd_1_29
2025-06-01,LN00006722,1596000,1549784,current
2025-07-01,LN00006722,1596000,1554013,current
2025-08-01,LN00006722,1596000,1495183,dpd_1_29
2025-09-01,LN00006722,1596000,829950,dpd_30_59
2025-10-01,LN00006722,1596000,1144721,dpd_30_59
2025-11-01,LN00006722,1596000,727785,dpd_60_89
2025-12-01,LN00006722,1596000,556882,dpd_60_89
2025-03-01,LN00006723,3735000,3506435,current
2025-04-01,LN00006723,3735000,3380550,dpd_1_29
2025-05-01,LN00006723,3735000,3571853,current
2025-06-01,LN00006723,3735000,3411417,current
2025-07-01,LN00006723,3735000,3487975,current
2025-08-01,LN00006723,3735000,3361960,current
2025-09-01,LN00006723,3735000,3614440,current
2025-10-01,LN00006723,3735000,3541148,current
2025-03-01,LN00006724,460000,441211,current
2025-04-01,LN00006724,460000,412849,current
2025-05-01,LN00006724,460000,402882,dpd_1_29
2025-06-01,LN00006724,460000,447855,current
2025-07-01,LN00006724,460000,458503,current
2025-08-01,LN00006724,460000,450140,current
2025-09-01,LN00006724,460000,454941,current
2025-10-01,LN00006724,460000,430655,current
2025-11-01,LN00006724,460000,454357,current
2025-12-01,LN00006724,460000,456078,current
2025-03-01,LN00006725,3519000,3348821,current
2025-04-01,LN00006725,3519000,2970591,dpd_1_29
2025-05-01,LN00006725,3519000,3178933,current
2025-06-01,LN00006725,3519000,3435071,current
2025-07-01,LN00006725,3519000,3199806,current
2025-08-01,LN00006725,3519000,3482081,current
2025-09-01,LN00006725,3519000,3488780,current
2025-10-01,LN00006725,3519000,3214298,current
2025-11-01,LN00006725,3519000,3461283,current
2025-12-01,LN00006725,3519000,3099633,current
2025-03-01,LN00006726,9015000,8791540,current
2025-04-01,LN00006726,9015000,8293303,dpd_1_29
2025-05-01,LN00006726,9015000,8106235,dpd_1_29
2025-06-01,LN00006726,9015000,7989124,current
2025-07-01,LN00006726,9015000,7954011,current
2025-08-01,LN00006726,9015000,8464850,current
2025-09-01,LN00006726,9015000,8483618,current
2025-10-01,LN00006726,9015000,8776917,current
2025-03-01,LN00006727,816000,797432,current
2025-04-01,LN00006727,816000,725557,current
2025-05-01,LN00006727,816000,713182,dpd_1_29
2025-06-01,LN00006727,816000,695861,dpd_1_29
2025-07-01,LN00006727,816000,711307,dpd_1_29
2025-08-01,LN00006727,816000,722990,dpd_1_29
2025-09-01,LN00006727,816000,767790,dpd_1_29
2025-03-01,LN00006728,4305000,3968631,current
2025-04-01,LN00006728,4305000,4046951,current
2025-05-01,LN00006728,4305000,3904803,current
2025-06-01,LN00006728,4305000,3806419,current
2025-07-01,LN00006728,4305000,4299142,dpd_1_29
2025-08-01,LN00006728,4305000,2914207,dpd_30_59
2025-09-01,LN00006728,4305000,1615262,dpd_60_89
2025-03-01,LN00006729,6290000,5564316,current
2025-04-01,LN00006729,6290000,5733112,dpd_1_29
2025-05-01,LN00006729,6290000,3778170,dpd_30_59
2025-06-01,LN00006729,6290000,5684492,current
2025-07-01,LN00006729,6290000,5572490,dpd_1_29
2025-08-01,LN00006729,6290000,3606191,dpd_30_59
2025-09-01,LN00006729,6290000,2556495,dpd_60_89
2025-10-01,LN00006729,6290000,1121780,dpd_90_plus
2025-11-01,LN00006729,6290000,521311,dpd_90_plus
2025-12-01,LN00006729,6290000,748317,dpd_90_plus
2025-03-01,LN00006730,1011000,895593,current
2025-04-01,LN00006730,1011000,1005915,current
2025-05-01,LN00006730,1011000,842126,dpd_1_29
2025-06-01,LN00006730,1011000,953834,current
2025-07-01,LN00006730,1011000,932753,current
2025-08-01,LN00006730,1011000,936793,current
2025-09-01,LN00006730,1011000,971288,current
2025-10-01,LN00006730,1011000,926728,current
2025-11-01,LN00006730,1011000,847739,dpd_1_29
2025-12-01,LN00006730,1011000,969452,current
2025-03-01,LN00006731,224000,215344,current
2025-04-01,LN00006731,224000,209329,current
2025-05-01,LN00006731,224000,222537,current
2025-06-01,LN00006731,224000,221417,current
2025-07-01,LN00006731,224000,206977,current
2025-08-01,LN00006731,224000,212156,current
2025-09-01,LN00006731,224000,219644,current
2025-10-01,LN00006731,224000,218831,current
2025-11-01,LN00006731,224000,220430,current
2025-12-01,LN00006731,224000,210255,current
2025-03-01,LN00006732,778000,753894,current
2025-04-01,LN00006732,778000,769589,current
2025-05-01,LN00006732,778000,720705,current
2025-06-01,LN00006732,778000,685999,current
2025-07-01,LN00006732,778000,705512,current
2025-08-01,LN00006732,778000,770663,current
2025-09-01,LN00006732,778000,740609,current
2025-10-01,LN00006732,778000,721513,current
2025-11-01,LN00006732,778000,751890,current
2025-03-01,LN00006733,1511000,1402575,current
2025-04-01,LN00006733,1511000,1344300,current
2025-05-01,LN00006733,1511000,1494431,current
2025-06-01,LN00006733,1511000,1341410,current
2025-07-01,LN00006733,1511000,1498650,current
2025-08-01,LN00006733,1511000,1416198,current
2025-09-01,LN00006733,1511000,1416921,current
2025-10-01,LN00006733,1511000,1464473,dpd_1_29
2025-11-01,LN00006733,1511000,1287412,dpd_1_29
2025-12-01,LN00006733,1511000,1081090,dpd_30_59
2025-03-01,LN00006734,2498000,2408374,current
2025-04-01,LN00006734,2498000,2257306,current
2025-05-01,LN00006734,2498000,2477635,current
2025-06-01,LN00006734,2498000,2208729,current
2025-07-01,LN00006734,2498000,2259911,current
2025-08-01,LN00006734,2498000,2322907,current
2025-09-01,LN00006734,2498000,2371223,current
2025-10-01,LN00006734,2498000,2250641,current
2025-11-01,LN00006734,2498000,2321892,current
2025-12-01,LN00006734,2498000,2330341,current
2025-03-01,LN00006735,1695000,1602010,current
